작성자,댓글,좋아요수,작성일
@주은과초코tv.4368,"컬리도 쿠팡만큼 이직률이 높아요. 야간 관리자급 처우 최악!!! 
점점 직원들이 빠져나가는 이유기도 한데... 직원들끼리도 어지건하면 주문안하는 구조... 왜인지 한번 생각해보면 좋을거 같은데... 내가 주문한 그 한박스때문에 새벽1시에 퇴근 못한다. pm4-am1이라는데 대부분 3-2이상 근무지만 야근에 대한 수당 없습니다. 야간근무자들 처우 개선 없으면 아무래도 직원이직율만 오르고 적당한 경력만 쌓고 이력서 한줄 넣을 회사로 다들 생각하고 있습니다. 
쿠팡 컬리 1년개기면 유통물류쪽에서 경력직으로는 꾀 쳐주는 편이라네요.",0,2025-02-27T14:17:53Z
@yj3883,"배경음악이 너무 장신 사납네요,,",1,2025-02-25T18:49:33Z
@winwin9151,컬리는  쿠팡이기려면 오토바이  한시간배송 가능하게 해야 이기지  저런 마트는 배민한테 다  잡힌다  배민 피마트 이거 예술이다,0,2025-02-25T13:02:24Z
@highersoulsonly,"아니 배송도 안오고 쿠팡처럼 안뜯은 물건 반품도 안됨 신선식품은 문제있을시만 반품접수 가능하고, 상온식품(가루) 성분표보고  놀래서 반품 신청했는데 심지어 판매자가 '반품신청거부' 가능 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,2025-02-15T00:42:32Z
@지옥-v3r,가격은 비싸고 양은 적음,0,2025-02-11T10:28:03Z
@kim-k6y-p9u,쿠팡 보다  잘 해야 성공하는거 아닌가?ㅎ,0,2025-02-08T22:09:00Z
@Ryan_Kim_,5:24 망했네. 경영 진짜 못했네; 부채 7493억,2,2025-02-08T14:22:57Z
@anfwoijwej1742,"유기농 신선식품을 새벽 배송하던 게 원래 사업 방향이고 그걸로 뜬 건데,, 언젠가부터 종합쇼핑 사이트로 바뀜;; 아니 이미 쿠팡이랑 네이버쇼핑이 있는데 경쟁이 되겠냐고 ㅋㅋㅋ",0,2025-02-08T07:53:39Z
@towerfoster863,새벽 배송 ??  누구나 할 수 있는것 결국 도산할거다,0,2025-02-07T12:43:22Z
@민스터-g5x,컬리는 안쓰다보면 쿠폰 주는데 그때만 삼 ㅋㅋ,0,2025-02-06T01:52:46Z
@코드제로-j7u,위기라해봤자 창업자가  때돈벌고  뭔   초심이  있겠노   누구나 똑같지   이제  누가 인수하겠지    돈많은  호구가,0,2025-02-05T00:47:25Z
@Seotda,"뭐 말이 많아 쿠팡 때문에 망햇지 뭐 
전형적이 폰지 사기",0,2025-02-04T14:06:23Z
@xhRl-uo4kd,가만잇지 이사는 왜가서,0,2025-02-03T12:59:23Z
@davidchang4559,So worried...,0,2025-02-02T23:53:59Z
@ycpark6549,컬리는 그나마 상품이라도 팔앗지.. 당근봐라..처참하다. 갸들은. 상품도 없는. 복덕방 중개업수준이라. 더 답없다.,0,2025-02-01T10:32:35Z
@erik9083-g3o,7년동안 4군데 옴겻네,0,2025-02-01T04:09:29Z
@사랑평화행복,힘든시기가지나면 또다시도약하는기회가올듯합니다 힘내세요~👏👏👏,0,2025-01-30T10:58:35Z
@sound_2237,원래 대표가 책쓰면 망하기 시작함,2,2025-01-27T14:37:25Z
@MisunKang-g6e,같은 상품도 더 비싸서 결국 쿠팡만 쓰게됐어요,5,2025-01-27T05:28:57Z
@Rhcrp-u2p,컬리는 쿠팡이랑 대적이 안될거같고  네이버가 그나마 버텨 주고 있는데 쿠팡 지금도 몇주단위로 제품들  몇백원씩 티안나게 야금야금 올리는데  독과점 하는날 진짜 상상만 해도 끔찍하네요,2,2025-01-23T06:40:18Z
@마추피추-i5g,"컬리 애용하고 있어요.
아직도 좋은 식품들 많아요.
컬리 성장하길 응원합니다.",9,2025-01-23T03:55:46Z
@멸공-j6g,유기농땅콩버터 여러병 샀는데 한통따서 먹는데 쩐내가 너무나서 미개봉 이라도 반품해달라했더니 개인생각이라며 나보고 택배비 내라함..개봉도 아니고 미개봉이고 맛이없다도 아니고 견과류의 특유 쩐내가 너무 심했고 후기에도 엄청 쩐내난다고 버린사람도 있었음 .. 결국 배송비없이 환불받았지만 카드취소 하는데 10일이나 걸림.. 회원탈퇴함 서비스최악,0,2025-01-23T01:05:33Z
@jun-hm9mj,"컬리서 휴대폰 파는거보고 여긴 더이상 예전컬리가 아니구나 했음 
새벽배달에 목숨건 그저그런 플랫폼",2,2025-01-19T21:45:53Z
@llelee-b9k,똑같은 제품인데 쿠팡보다 비싸   쓸 이유가 전혀 없음  그것도  쿠폰 중고 서버 쿠팡보다 비싸,3,2025-01-16T14:08:11Z
@Moodzoon,유키즈만 나갔다고 하면 다 망하고 안좋은 뉴스 나오는듯 유키즈 뭐 있는가,5,2025-01-14T16:25:52Z
@현영박-j4m,전부 권도형 스타일들,0,2025-01-14T06:09:36Z
@tae-heepark6792,가격대비 물건이 너무 안좋던데…,1,2025-01-13T16:37:32Z
@MARK-t3h8m,"신선식품,샐러드는 쿠팡보다 훨 좋음.",1,2025-01-13T16:16:23Z
@Palantir_Anduril,"컬리는 오너리스크 있습니다.
주식하면서 가장 큰 리스크가 뭘까요? ㅋㅋㅋㅋㅋㅋㅋㅋ",0,2025-01-13T00:28:53Z
@쿤란-s3l,컬리가 상장할라고 매출 부풀리기 했다는걸로 업계에선 이미 유명하던데 결국 실패 한거지 뭐,1,2025-01-12T02:40:24Z
@폭망삼파장,여기 한달동안 안쓰고 있음 25% 할인되는 시크릿 쿠폰주는데 그때만 씀 ㅋㅋ,0,2025-01-11T17:13:36Z
@nrmkknoc1,지방살아서 컬리 새벽배송은 한번도 해본적 없음 지방에는 서비스 없어서 근데 쿠팡로켓프래시 새벽배송 생기면서 써봤는데 너무 좋아서 쿠팡만 계속씀 그 전에는 컬리 새벽배송 아니더라도 종종 택배배송으로 컬리 시키고 그랬는데 ... 쿠팡만큼 거대자본 끌어와서 전국적인 유통망 확보 못한게 패착이지 뭐..,0,2025-01-10T08:10:46Z
@문어머가리,4천억도 과하다,1,2025-01-09T20:58:24Z
@user-eq7is4vh7j,"야채,과일 신선도 유지만 잘되고 품질만 좋다면 고객들이 사랑한다",3,2025-01-08T04:11:44Z
@isquare777,신선식품이 규모의 경제가 가능 할려면 공장에서 찍어내야 가능하겠지. 공장 돌리는 만큼 공급이 무한대로 늘어나는 공산품 처럼. 가뜩이나 한국의 농수산물 가격은 세계 최고 수준에 국민들 소득도 떨어지는데 어떻게 이익을 낼 수 있나. 공장에서 찌어 내는 물건이나 팔아야 수익을 낼 수 있으니 이제 화장품 파는거지,0,2025-01-07T17:18:16Z
@dfghjjk-n9d,마켓컬리가 정상화 궤도에 올라와야 쿠팡과 경쟁을 하면서 소비자들에게도 이득일텐데 아쉽네요,57,2025-01-07T16:05:43Z
@Xxzydoejdywk91,"컬리 서비스 좋다는건 다 옛말... 배송도 이중 배송시간 시스템으로 변해서 좀 일찍 주문하면 밤 열두시전 배송임. 친환경 포장이라 다 종인데 아침에 보면 그 종이가 녹아 다 찢어져있음.
공동현관 비밀번호 잘못 적어놓으면 밤 열시에도 세대호출이나 전화연락없이 건물앞에 던져두고 감. 컬리에서만 살수있는 특별한 물건도 점점 없어짐. 뷰티컬리는 왜있는지도 모르겠음. 쿠팡이 독점할까봐 불편감수하고도 컬리썼는데 고객서비스 개선안되는거보고 탈퇴엔딩",2,2025-01-06T21:26:38Z
@likejhu,"마켓컬리인지 포니테일인지, 첨시켯는데 우리층 집문앞이 아니고 1층 공동현관 밖에 두고가서 손절함.",2,2025-01-02T22:26:51Z
@justwon322,4조일때 자기도 지금 거품 엄청꼈을때 상장해야겠다는거 알았을텐데 그놈의 욕심때문에 다날렸네 ㅋㅋ,0,2024-12-30T23:27:52Z
@cookiewookie2625,제품이 비쌈 그래서 안씀,3,2024-12-30T14:25:09Z
@mount7582,초기 반짝했던 광고 효과 끝나고 제품 경쟁력이 타사와 별 차이 없음을 알게 된 소비자들이 안사기 시작한 거지 요즘 쿠팡도 새벽배송 잘 옴,0,2024-12-27T05:28:00Z
@빛다리,"쿠팡,컬리 둘다사용 하는 고객입장에선 쿠팡에서 고추장 유통기한 4개월 남은거 받은 이후로 신선제품이나 중요한 식재료는 무조건 컬리에서 시키고 가공식품이나 간식, 물건은 쿠팡에서 시킴. 만약 같은 가격이면 신뢰가 더 가는 곳은 컬리임. 쿠팡이 독점하면 퀄리티 더 낮아질듯. 컬리없어지면안되용",28,2024-12-25T13:32:01Z
@jao2022,"컬리가 뭔 4000억이냐..

40억 값어치도 없지",0,2024-12-25T12:27:26Z
@goodhope757,분명 선물용으로 비싼 화장품 그리고 홍삼 구매해도 물건이 던져져 온다는것 !!! 상품가치 훼손 !!!,0,2024-12-25T08:15:01Z
@김동규-p5o2z,컬리쓸바에 이마트씀,0,2024-12-25T06:59:08Z
@nirvanabanana,와우 존못,0,2024-12-24T17:20:54Z
@orangemoon_15,"컬리는 수도권 사람만 이용하는 데 아닌가? 
유기농 식품 사려고 한 두 번 시켜봤는데 지방은 배송 느린 건 둘째치고 저녁시간에 결제도 안됨
재고시스템이 이상해서 샛별배송 부터 물건을  빼놓는건지 장바구니에 물건을 담아놔도 저녁에 결제가 안되고 낮에 사든지 밤늦게 사든지 해야되더군요. 빡쳐서 앱지우고  절대 안씁니다. 지금은 바꿔었는지 모르겠지만 이런 어이없는 시스템으로 운영하는 곳이 잘될리 없죠",0,2024-12-23T07:01:17Z
@RemFelt,컬리 맨날 7천원 쿠폰준다고 문자오는데 비싸서 안씀,0,2024-12-23T06:56:43Z
@Ms.Integrity,영상을 언제 만드신건지 모르겠지만 오아시스는 배송을 멈춘지 오래되었습니다..,0,2024-12-23T04:44:12Z
@Make_ROK_GREAT_again_1,4천억 ㅋㅋㅋㅋ  이미 파산,0,2024-12-23T02:59:15Z
@bandj8485,컬리 개비싸...,0,2024-12-22T22:20:47Z
@뽀어멈-y4h,엇.. 평범한 중산층 맞벌이 가정 잘 써요. 이정도 퀄 제품이 잘 안보여요. 😢 오래가자 컬리..,2,2024-12-22T02:15:43Z
@user-xjxjsijsnxjkdo298,"실체없는 사업. 나였으면 고객 소비내역 품목으로 맞춤 구매리스트를 짜준다던가.
사이트안데 기술적인 부분 소비자 편의성으로 풀었을텐대. 마켓컬리의 본질이 그거 아니였음?
소비자의 편의성을 생각해서 새벽 배송을 하던. 그걸 곁들인 뻔한 이커머스.",0,2024-12-17T07:22:39Z
@user-xjxjsijsnxjkdo298,"신선식품 배송은 이미 쿠팡이 해놨고 화장품 배송은 올리브영이 있는데 어캐 이김.
이래서 원딜 포지셔닝이 중요한 이유임..",0,2024-12-17T07:17:12Z
@케로피-d3p,"쿠팡, 컬리 둘다 신선식품 쓰레기 ㅋ 쿠팡에서 판 루꼴라 쓰레기 오고 컬리에서 온 양파도 쓰레기 옴
근데 쿠팡이 좋은건 바로 반품 요청하면 환불해줌 걍
근데 컬리는 걍 썩은양파왔다고 리뷰쓰는거 끝...
컬리 본사가 우리집 근처라 항상 보라색 후리스 보기 때문에 고생하는 것 알겠다만 ㅎ
뷰티를 파서 흥하는 게 아니라,
상품 퀄리티의 차별화만이 컬리의 답이라고 생각함.
솔직히 컬리 물건? 배민 b마트랑 쿠팡이 훨씬 싸요~ 그걸 이길려면 컬리의 압도적 퀄리티를 제공해야 하는데
언제까지 고급인 '척' 강남아줌마들이 선호하는 '척'으로 살아남을건가요 슬아씨",0,2024-12-14T10:18:18Z
@보라돌이ioi,"예견된 몰락..  쿠팡이나 컬리나 지속 불가능한 사업였음

결국 쿠팡과 컬리나 빚 오지게 받고 진행하다가 돈 다써서 수익화 하려니까 초기의 서비스는  모두 버리고 .. 
 옥션과 다를바 없어짐.. 옥션은 사기 제품이 별로 없었는데 쿠팡은 옥션보다 질이 안좋음..",0,2024-12-13T15:16:01Z
@정재이-z4s,"쿠팡이랑 다르게 컬리는 컬리 독점으로 판매하는 제품들이 많아서 참 매력있었는데 ,.. 사업을 확장하면서 뷰티? 이런거 생기고 그런쪽은 아예 안보게 되던데 ㅠㅠ 그래도 비슷한 가격이면 쿠팡보다는 컬리를 사게되던데 ! 없어지지 말았으면 ㅜㅜ",0,2024-12-13T11:42:51Z
@maryfly86,송파 컬리 출고라인 직원이였습니다 3년전이지만 진짜 답없는데가 컬리 맞아요 몰락원인은 머 여러가지 이유가 있겟지만 좋은상품 = 컬리 = 차별화 = 비싸도 물건좋으니 사먹는다!!   이런 이미지에서 어설프게 이것저것 다팔다보니 이미지가 동네마트 수준으로 떡락한게 몰락에 원인은듯 싶어요,15,2024-12-11T04:23:16Z
@ivori-h8d,뷰티컬리를 도대체 왜 론칭한걸까. 제발 새벽배송에 신선함이 목표였다면 거기까지만 욕심내라 기업들아.. 그냥 초창기부터 사용하던 나로써는 계속 보면서 불안감만 늘어가네요. 잘되길 바랐는데..,0,2024-12-10T05:37:25Z
@EMS근력PT,MD와 인사가 많이 아쉽죠뭐...,0,2024-12-09T03:45:28Z
@꼬마와광대1,비싸요 비싸 그리고 살 것이 없어요,1,2024-12-08T07:27:38Z
@goldenage0205,"컬리는 망해야 정상인 회사
 수익낼 수 있는 구조가 없음
 좋은재료 판다는 컨셉이었는데, 그냥 세일쿠폰 주면 가성비로만 삼
 기다리다보면 4만원이상 13500원까지 할인해주더라. ㅋㅋㅋㅋ 
 그 때사면 마트보다 훨씬 싸서 삼
 그 이외엔 안 씀",1,2024-12-07T21:12:45Z
@O2nyamnyam,뭔가 예전만큼 특별한 느낌이없어서 쿠팡으로 갔다가 구독료 오르고 노동자 사망문제 + 품질 이슈 때문에 다시 컬리로 넘어옴ㅋㅋ,3,2024-12-04T14:33:15Z
@morees6601,"컬리가 품질이 좋고 이연복 최현석같은 쉐프요리도 있어서 좋아요 식자재 두부 채소 같은것도 1인 2인가구 소비할 만큼 소량도 팔고요 쿠팡은 싸고 많은양 그리고 과일은 너무 맛이없어요 
컬리 아주 잘 이용하고 있으니 잘 됐으면 좋겠네요 
식자재는 믿고사는 컬리이용하고 공산품은 쿠팡이용해요",1,2024-12-03T22:24:33Z
@유강-t2i,이 여자 회사 매각하고 돈자랑 욤뵹 떨때 알아봤다,0,2024-12-03T01:11:02Z
@유리유리네,마켓컬리 잘쓰는뎅 ㅠㅠ,0,2024-12-02T23:59:13Z
@stkim6512,컬리 따라한 오아시스도 폭망...,0,2024-12-02T18:09:23Z
@초이그뤠이스,스타마케팅대신 퀄리티에집중했어야함.신선식품 급이 확떨어지고 환불도 못해준대서 탈퇴함,1,2024-12-02T11:36:04Z
@manzanillak.4675,주변에 다 쿠팡 사용.. 허영기 있는 젊은 아줌이나 비싼 컬리 사용..,1,2024-12-01T15:36:25Z
@사랑평화행복,마켓컬리의아이디어는좋았던것같은데 너무식재료에만의지한게아니었나보네여 4조원이넘었을때 다양한제품을구비하여온라인를잠식했더라면 지금쿠팡보다도더잘나갈수있었을텐데 앞으로라도다시마켓컬리로 온라인쇼핑몰1위자리에오르길기대해봅니다~👏,0,2024-11-30T05:10:14Z
@hanlee8764,"컬리는 완전 끝났다. 자기 돈 거의 없고, 신규 투자자는 커녕 기존 투자자들도 언제 돈을 빼는지 시간문제다. 이래서 외형만 키운 적자성장은 의미가 없다",4,2024-11-30T04:59:38Z
@finestoffering,"쿠팡 : 흑자전환 플랜을 가진 계획적 적자
90배 : 물건 장사에는 관심없고 회사 장사에만 관심있는 한탕꾼
컬리 : 재무가 약한 장인 스타일",2,2024-11-29T06:58:14Z
@mondoorian6982,이익없이 매줄액만 늘면서 기업가치 늘리는사업구조는 오래 못감!,0,2024-11-28T15:41:14Z
@UTube69,좋았는데 품질이 바닥이라 포기한 회사.,0,2024-11-27T04:43:42Z
@Hexagon8027,곧 부도입니다.,2,2024-11-26T16:20:26Z
@Crown-Brasil,이럴수록 현금 결재로 원가를 낮춰야 하는데,0,2024-11-26T13:22:47Z
@훈박-x9k,"이 회사는 전지현 쓴거랑 , 태생부터가 비호감이였음",1,2024-11-26T12:44:59Z
@장정숙-i2s,아이 소풍용 과일이 신선하고 맛도 좋고 반찬들도 좋아서 코로나 시기에 잘 이용했어요. 4만원 이상 무배에 맞춰  신선식품이상 잘 구입했는데 어느순간 배달온 과일의 신선도를 보고 실망했어요. 시들고 무르기 시작한 과일샐러드를 아이도 남기고 안먹었어요. 쓱배송과  쿠팡을 더 이용하게 되더군요 ~^,0,2024-11-25T14:01:51Z
@hwi217,더럽게 비싸서 망함,1,2024-11-24T12:06:48Z
@양아치-u8r,김슬아 대표 미모가 ㅎㄷㄷ 합니다. 거의 모델급임,0,2024-11-24T07:56:02Z
@lllIllillljllllII,컬리 비쌈..,1,2024-11-23T10:01:17Z
@뻐꾸기-m3r,일명 컬팡이 되버린 답 없는 상태!,0,2024-11-23T06:30:04Z
@notmypresident00115,김승아=이재용 😂,0,2024-11-23T01:34:25Z
@팡이-j1y,그냥 ipo욕심안내고 상장한다음에 뉴스로 주가뻥튀기하고 유증때리고 주가내려가면 감자탕 끓이고 또 bw cb 무한발행하고 또유증때리고 ㅋㅋㅋ 국장 개미돈빼먹기 콤보 후려갈기면 자금문제 해결될듯?ㅋㅋㅋ,0,2024-11-22T08:36:04Z
@주쮸-d5c,"컬리는 묶음상품을 다른곳  묶음상품보다 약간 싸게 가격을 책정해 노출시켜놓고 주문하면 1개만 배송오는데 그제서야 상세정보 보면 개당 가격이라고 작은 글씨로 맨 아래쪽에 써놓은게 보임
이 한개 가격이 다른곳의 2~3배 가격임
이거 두번 당하고 절대 안시키고 이런곳은 곧 망할거라 확신했음",3,2024-11-22T04:33:23Z
@SWube082-jh3mc,"ㄴㄴ 제 생각은 좀 다른데. 김슬아 대표 같은 사람이 나와서 성공해야 좋은 먹거리. 좋은 음식이 나옴. 그리고 컬리에서만 찾을 수 있었던 독보적인 아이템들. 그런 상품을 파는 사람도 잘 되고 상생할 수 있는 모델이었는데. 최저가로 노동자 쥐어짜고 배송을 더 빨리하고 그런게 먹히는 대한민국이 돈 조금 더 주더라도 더 좋은 걸 누릴 의지가 없는 사람이 점점 다수인 시장까지 되어버림. 이 로켓배송, 새벽배송에 익숙해진 사람들이 과연 하루 배송을 견딜수 있을까.",1,2024-11-21T13:14:34Z
